"","adult","backdrop_path","budget","homepage","id","imdb_id","origin_country","original_language","original_title","overview","popularity","poster_path","release_date","revenue","runtime","status","tagline","title","video","vote_average","vote_count","llm_class_1","llm_class_2","llm_class_3","llm_class_4","llm_class_5","llm_sum","llm_class_final"
"845",FALSE,"/v6DoiKp2ThK0VUgWt73JrEN4qa4.jpg",7e+06,"http://wip.warnerbros.com/everythingisilluminated/",340,"tt0404030","US","en","Everything Is Illuminated","A young Jewish American man endeavors—with the help of eccentric, distant relatives—to find the woman who saved his grandfather during World War II—in a Ukrainian village which was ultimately razed by the Nazis.",1.6855,"/gk469Y3fJTlbcAkSNMZc4OtETOK.jpg","2005-09-05",3601974,106,"Released","Leave Normal Behind.","Everything Is Illuminated",FALSE,7.257,789,"1","1","0","0","1",3,0
"846",FALSE,"/dlmROevxOVYtZXRUzt6DGJzl9BL.jpg",2500000,"",24748,"tt0057163","US","en","Hud","Hud Bannon is a ruthless young man who tarnishes everything and everyone he touches. Hud represents the perfect embodiment of alienated youth, out for kicks with no regard for the consequences. There is bitter conflict between the callous Hud and his stern and highly principled father, Homer. Hud's nephew Lon admires Hud's cheating ways, though he soon becomes too aware of Hud's reckless amorality to bear him anymore. In the world of the takers and the taken, Hud is a winner. He's a cheat, but, he explains, ""I always say the law was meant to be interpreted in a lenient manner.""",2.8288,"/A168bF52vmAIGkC2Qafj7M2EmaE.jpg","1963-05-28",1e+07,112,"Released","The man with the barbed-wire soul.","Hud",FALSE,7.256,334,"0","0","0","0","0",0,0
"847",FALSE,"/jXDanAOPM6gmypt72WlkZwrPuK0.jpg",6500000,"",16620,"tt0093378","US","en","La Bamba","Los Angeles teenager Ritchie Valens becomes an overnight rock 'n' roll success in 1958, thanks to a love ballad called ""Donna"" that he wrote for his girlfriend. But as his star rises, Valens has conflicts with his jealous brother, Bob, and becomes haunted by a recurring nightmare of a plane crash just as he begins his first national tour alongside Buddy Holly.",3.9193,"/6Znulqtc7cdqlUC69HGf26Ef5fi.jpg","1987-07-24",54215416,108,"Released","Born into poverty. Destined for stardom. He lived the American dream.","La Bamba",FALSE,7.256,749,"0","0","1","0","0",1,0
"848",FALSE,"/8sf7q8OlZLl7OVhTdYjz1vsFr5v.jpg",6e+07,"",2657,"tt0120789","US","en","Pleasantville","Geeky teenager David and his popular twin sister, Jennifer, get sucked into the black-and-white world of a 1950s TV sitcom called ""Pleasantville,"" and find a world where everything is peachy keen all the time. But when Jennifer's modern attitude disrupts Pleasantville's peaceful but boring routine, she literally brings color into its life.",1.9493,"/m1hhYP6OScjKU5Z9iZaWirSn4I6.jpg","1998-09-17",49800000,124,"Released","Nothing is as simple as black and white.","Pleasantville",FALSE,7.256,1784,"0","0","1","0","0",1,0
"849",FALSE,"/bQHHEFYBZc23nhbo0z0qB7nxW31.jpg",1.2e+07,"http://alanparker.com/film/the-commitments/",11663,"tt0101605",NA,"en","The Commitments","Jimmy Rabbitte, just a thick-ya out of school, gets a brilliant idea: to put a soul band together in Barrytown, his slum home in north Dublin. First he needs musicians and singers: things slowly start to click when he finds three fine-voiced females virtually in his back yard, a lead singer (Deco) at a wedding, and, responding to his ad, an aging trumpet player, Joey ""The Lips"" Fagan.",1.1533,"/iccBDq9aS1gwi6b8aJjBgPU4t2D.jpg","1991-08-14",14919570,118,"Released","They had nothing to lose, they risked it all.","The Commitments",FALSE,7.255,572,"1","1","1","1","1",5,1
"850",FALSE,"/9r2vUgsFoYIvEryW77chX5moedT.jpg",19400000,"",14202,"tt0446755",NA,"en","The Painted Veil","A British medical doctor fights a cholera outbreak in a small Chinese village, while also being trapped at home in a loveless marriage to an unfaithful wife.",2.5529,"/k41IvHDLgZO2ae7RuU77wQjScIj.jpg","2006-12-09",26910847,125,"Released","Sometimes the greatest journey is the distance between two people.","The Painted Veil",FALSE,7.254,1226,"0","0","0","0","0",0,0
"851",FALSE,"/px0d4Kzn9683SHLMS9K3e5OHk2H.jpg",13500000,"",10440,"tt0107507","US","en","Manhattan Murder Mystery","A middle-aged couple suspects foul play when their neighbor's wife suddenly drops dead.",2.386,"/zrzBIlMyAP7Ac9W5qAy5ssAUdK4.jpg","1993-05-02",11285588,104,"Released","Who killed who?","Manhattan Murder Mystery",FALSE,7.254,1143,"0","1","0","0","1",2,0
"852",FALSE,"/ciM5RFsBoWEj0tbwJy42Hr76iRd.jpg",9.5e+07,"",10501,"tt0138749","US","en","The Road to El Dorado","Stowing away after a failed con, a pair of swindlers end up on El Dorado, the fabled ""city of gold"", where they quickly get in over their heads when they are mistaken as gods by the inhabitants.",5.4253,"/ryXm7xp4aqQyda0FU2eMfHehPBg.jpg","2000-03-31",76400000,89,"Released","They came for the gold. They stayed for the adventure.","The Road to El Dorado",FALSE,7.253,3930,"0","0","0","1","1",2,0
"853",FALSE,"/lHH8o3YWBjoteijAI8yTxG3qqpX.jpg",2200000,"",3121,"tt0073440","US","en","Nashville","The intersecting stories of twenty-four characters—from country star to wannabe to reporter to waitress—connect to the music business in Nashville, Tennessee.",3.1048,"/twl4ovyjb8muFKvZmcCDzPR0hy1.jpg","1975-06-11",9995555,160,"Released","The damndest thing you ever saw.","Nashville",FALSE,7.253,439,"1","1","1","1","1",5,1
"854",FALSE,"/hg9fFsZjtw64wworVY5mo45gkh9.jpg",3.1e+07,"",10559,"tt0186151","US","en","Frequency","When a rare phenomenon gives police officer John Sullivan the chance to speak to his father, 30 years in the past, he takes the opportunity to prevent his dad's tragic death.  After his actions inadvertently give rise to a series of brutal murders he and his father must find a way to fix the consequences of altering time.",4.0136,"/eu3Hrjj271dnBdNAF0HqfmwWASt.jpg","2000-04-28",68106245,118,"Released","The future is listening.","Frequency",FALSE,7.251,1903,"0","0","0","0","0",0,0
"855",FALSE,"/9DNDELpVxuLJWMoomgULhhZFoHR.jpg",6e+06,"",8374,"tt0144117","US","en","The Boondock Saints","Tired of the crime overrunning the streets of Boston, Irish Catholic twin brothers Conner and Murphy are inspired by their faith to cleanse their hometown of evil with their own brand of zealous vigilante justice. As they hunt down and kill one notorious gangster after another, they become controversial folk heroes in the community. But Paul Smecker, an eccentric FBI agent, is fast closing in on their blood-soaked trail.",3.0756,"/wtLUmkWg41xFLpvmUWAN1mm65f6.jpg","1999-01-22",38256,108,"Released","Thy kingdom come. Thy will be done.","The Boondock Saints",FALSE,7.25,2561,"1","1","1","1","1",5,1
"856",FALSE,"/f5ynCAQ1MuDgwoVyjouTw6UgK1l.jpg",1.8e+07,"",902,"tt0112682","FR","fr","La Cité des Enfants Perdus","A scientist in a surrealist society kidnaps children to steal their dreams, hoping that they slow his aging process.",1.7769,"/whwT3Q9JxbAYzEc3t7uYYcCbTMf.jpg","1995-05-17",1738611,113,"Released","Where happily ever after is just a dream.","The City of Lost Children",FALSE,7.25,1158,"1","1","1","1","1",5,1
"857",FALSE,"/k1YVyPL1ZvEXAOeBvNEuPweA3XY.jpg",1.5e+07,"",2609,"tt0093748","US","en","Planes, Trains and Automobiles","An irritable marketing executive, Neal Page, is heading home to Chicago for Thanksgiving when a number of delays force him to travel with a well meaning but overbearing shower curtain ring salesman, Del Griffith.",3.3329,"/3RSucVsX96Ste8WDJfZP1hbNGqQ.jpg","1987-11-26",49500000,93,"Released","What he really wanted was to spend Thanksgiving with his family. What he got was three days with the turkey.","Planes, Trains and Automobiles",FALSE,7.2,2072,"1","1","1","1","0",4,1
"858",FALSE,"/tEhvOU8nJp4v9goYwrJTASJJD3C.jpg",6200000,"https://mk2films.com/en/film/la-pianiste/",1791,"tt0254686","FR","fr","La Pianiste","Erika Kohut, a sexually repressed piano teacher living with her domineering mother, meets a young man who starts romantically pursuing her.",5.7761,"/gNHKYQnP1RnqEhkivHJzBPb4MOP.jpg","2001-09-05",6766708,131,"Released","","The Piano Teacher",FALSE,7.2,1190,"0","0","0","0","0",0,0
"859",FALSE,"/9riMLH4EOw6PZzeCDnPlIGSyiEu.jpg",609000,"",3080,"tt0027125","US","en","Top Hat","Showman Jerry Travers is working for producer Horace Hardwick in London. Jerry demonstrates his new dance steps late one night in Horace's hotel room, much to the annoyance of sleeping Dale Tremont below. She goes upstairs to complain and the two are immediately attracted to each other. Complications arise when Dale mistakes Jerry for Horace.",1.9267,"/qoPBiN6PBs2NsP7BNOJGCnmwruG.jpg","1935-08-29",3202000,101,"Released","They're Dancing Cheek-To-Cheek Again!","Top Hat",FALSE,7.248,314,"0","0","0","0","0",0,0
"860",FALSE,"/rGPoNNk4fvgG2mvkNAxJJPlszOu.jpg",1500000,"",11368,"tt0086979","US","en","Blood Simple","The owner of a seedy small-town Texas bar discovers that one of his employees is having an affair with his wife. A chaotic chain of misunderstandings, lies and mischief ensues after he devises a plot to have them murdered.",4.2171,"/svU6pu4lfHn0T5BVZchVxL58HB5.jpg","1985-01-18",4229114,97,"Released","Passion led to Adultery. Adultery led to Murder. It all seemed so simple...","Blood Simple",FALSE,7.2,1539,"1","1","1","1","1",5,1
"861",FALSE,"/ntgpger7OwFNlEldxuvvFHDKzjW.jpg",3.5e+07,"",1598,"tt0101540","US","en","Cape Fear","Sam Bowden is a small-town corporate attorney. Max Cady is a tattooed, cigar-smoking, Bible-quoting, psychotic rapist. What do they have in common? 14 years ago, Sam was a public defender assigned to Max Cady's rape trial, and he made a serious error: he hid a document from his illiterate client that could have gotten him acquitted. Now, the cagey Cady has been released, and he intends to teach Sam Bowden and his family a thing or two about loss.",3.525,"/meJZAAuVcjic2ipvbOPz5UlE4P9.jpg","1991-11-13",182300000,128,"Released","Sam Bowden has always provided for his family's future. But the past is coming back to haunt them.","Cape Fear",FALSE,7.247,3671,"0","0","0","0","0",0,0
"862",FALSE,"/oXLaGV0VOqQhXdUmQpm6KGsSpu1.jpg",151000,"",17687,"tt0022286","US","en","The Public Enemy","Two young Chicago hoodlums, Tom Powers and Matt Doyle, rise up from their poverty-stricken slum life to become petty thieves, bootleggers and cold-blooded killers. But with street notoriety and newfound wealth, the duo feels the heat from the cops and rival gangsters both. Despite his ruthless criminal reputation, Tom tries to remain connected to his family, however, gang warfare and the need for revenge eventually pull him away.",4.7433,"/vVxdaRMprQO2DM4AFyJ6C4qZSFO.jpg","1931-04-23",557000,84,"Released","All his life he took what he wanted...Why not women?","The Public Enemy",FALSE,7.245,371,"0","0","0","0","0",0,0
"863",FALSE,"/j5cE2YUjyzEeRgWHuO2ccDL5Wps.jpg",1.5e+07,"",11816,"tt0082846","US","en","On Golden Pond","For Norman and Ethel Thayer, this summer on golden pond is filled with conflict and resolution. When their daughter Chelsea arrives, the family is forced to renew the bonds of love and overcome the generational friction that has existed for years.",1.5187,"/ic4f03J6pnf9cpQmVDABFhUpbCU.jpg","1981-12-04",119285432,109,"Released","When life is at its finest... when love is at its fullest...","On Golden Pond",FALSE,7.2,490,"0","0","0","0","0",0,0
"864",FALSE,"/5m5VhSN1lTk3egtrNzqNv5nwMuG.jpg",3600000,"http://www.mgm.com/title_title.do?title_star=LEAVINGL",451,"tt0113627","US","en","Leaving Las Vegas","Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.",3.6978,"/wTrFpGe3U65kXTldIUxuM2hmOAK.jpg","1995-10-27",49800000,111,"Released","I Love You... The Way You Are.","Leaving Las Vegas",FALSE,7.245,1553,"0","0","0","0","0",0,0
"865",FALSE,"/waOYBThLihaTKUFOAzjvhPjBmrS.jpg",1.5e+07,"",14047,"tt0427309","US","en","The Great Debaters","The true story of a brilliant but politically radical debate team coach who uses the power of words to transform a group of underdog African-American college students into a historical powerhouse that took on the Harvard elite.",2.7337,"/szx0sWq0pgvgfRX7g72cWBYoOjf.jpg","2007-12-25",30226144,126,"Released","When the nation was in need, he inspired them to give us hope.","The Great Debaters",FALSE,7.244,669,"0","0","0","0","0",0,0
"866",FALSE,"/xhaIbAXa6HOpYFn387a63Ser2wy.jpg",7500000,"",11177,"tt0089560","US","en","Mask","A significantly deformed but highly intelligent teenage boy and his biker gang mother attempt to live as normal a life as possible under the circumstances.",4.4735,"/dBYzEETDHNyt12VCD5owVW6bpEC.jpg","1985-03-08",48230162,120,"Released","They told 16 year old Rocky Dennis he could never be like everyone else. So he was determined to be better.","Mask",FALSE,7.2,472,"0","0","0","0","0",0,0
"867",FALSE,"/syUzOlwPqM8pGRhUxPOnmrcGcHb.jpg",2600000,"https://www.warnerbros.com/movies/blazing-saddles",11072,"tt0071230","US","en","Blazing Saddles","A town—where everyone seems to be named Johnson—stands in the way of the railroad. In order to grab their land, robber baron Hedley Lamarr sends his henchmen to make life in the town unbearable. After the sheriff is killed, the town demands a new sheriff from the Governor, so Hedley convinces him to send the town the first black sheriff in the west.",3.3527,"/vNw1gOEDdYTDeNMuuq8OmiEHrfH.jpg","1974-02-07",119500000,93,"Released","...or never give a saga an even break!","Blazing Saddles",FALSE,7.2,1981,"1","1","1","1","1",5,1
"868",FALSE,"/aH5QhlVu7uMnLO9P432IcP8FyCI.jpg",8.2e+07,"http://www.universalpictures.com/manonthemoon/",1850,"tt0125664","US","en","Man on the Moon","The story of the life and career of eccentric avant-garde comedian, Andy Kaufman.",1.7257,"/d8rahmdfryjdmvLpSsDOUhGVQXl.jpg","1999-12-22",47434430,118,"Released","Hello, my name is Andy and this is my movie.","Man on the Moon",FALSE,7.244,1889,"0","0","0","0","0",0,0
"869",FALSE,"/qfJ6aJKRPUZ7kYOp7iuzl5jkyX5.jpg",2e+07,"",2639,"tt0118954","US","en","Deconstructing Harry","Writer Harry Block draws inspiration from people he knows, and from events that happened to him, sometimes causing these people to become alienated from him as a result.",2.4274,"/i7Z5DdznqANJUjqWISEFu9bw6J7.jpg","1997-12-12",10686841,96,"Released","Harry Block wrote a bestseller about his best friends. Now, his best friends are about to become his worst enemies.","Deconstructing Harry",FALSE,7.243,1007,"1","0","0","0","0",1,0
"870",FALSE,"/qSxeCfWUUyht9hZgaaYmtPtTkw2.jpg",6.5e+07,"http://www.sonypictures.com/movies/jumanji/",8844,"tt0113497","US","en","Jumanji","When siblings Judy and Peter discover an enchanted board game that opens the door to a magical world, they unwittingly invite Alan -- an adult who's been trapped inside the game for 26 years -- into their living room. Alan's only hope for freedom is to finish the game, which proves risky as all three find themselves running from giant rhinoceroses, evil monkeys and other terrifying creatures.",2.32,"/iWV47r6kFneCiApgrMII5HSkfHw.jpg","1995-12-15",262821940,104,"Released","It's a jungle in here.","Jumanji",FALSE,7.241,10957,"0","0","0","0","1",1,0
"871",FALSE,"/lU1fQews2gye23PocVE48CsTmOQ.jpg",1.5e+07,"http://www.bvi.com.tw/movies/lust_caution/main.html",4588,"tt0808357",NA,"zh","色‧戒","During World War II, a secret agent must seduce and assassinate an official who works for the Japanese puppet government in Shanghai.",9.5985,"/6c1tqfJEBuIyhQC19SLlLQAUAvJ.jpg","2007-09-24",67100000,158,"Released","To kill the enemy, she would have to capture his heart... and break her own.","Lust, Caution",FALSE,7.232,757,"0","0","0","0","0",0,0
"872",FALSE,"/49rQkLwYxUK7zQP69e87MspS4E2.jpg",9600000,"",15600,"tt0084335","US","en","Missing","Based on the real-life experiences of Ed Horman. A conservative American businessman travels to Chile to investigate the sudden disappearance of his son after a military takeover. Accompanied by his son's wife he uncovers a trail of cover-ups that implicate the US State department which supports the dictatorship.",2.1758,"/fAAhC4RkpXu7SJgIESWQwVxcelo.jpg","1982-02-12",1.4e+07,123,"Released","Charlie Horman thought that being an American would guarantee his safety. His family believed that being Americans would guarantee them the truth. They were all wrong.","Missing",FALSE,7.24,407,"0","0","0","0","0",0,0
"873",FALSE,"/kP6WiYHQUUXo6ZaXI06enkMsxkF.jpg",2500000,"",246,"tt0363226","JP","ja","座頭市","Blind traveler Zatoichi is a master swordsman and a masseur with a fondness for gambling on dice games. When he arrives in a village torn apart by warring gangs, he sets out to protect the townspeople.",5.1622,"/iCIycswWbX1EDS6PYYBcR9ohrC.jpg","2003-09-06",34196922,111,"Released","His sword made him a hero... his courage made him a legend.","Zatoichi",FALSE,7.2,906,"0","1","0","0","0",1,0
"874",FALSE,"/4XC0HwRNOvub6xksENsOl68zHOn.jpg",7500000,"",403,"tt0097239","US","en","Driving Miss Daisy","The story of an old Jewish widow named Daisy Werthan and her relationship with her black chauffeur, Hoke. From an initial mere work relationship grew in 25 years a strong friendship between the two very different characters, in a time when those types of relationships were shunned.",3.1035,"/iaCzvcY42HihFxQBTZCTKMpsI0P.jpg","1989-12-13",145793296,99,"Released","The funny, touching and totally irresistible story of a working relationship that became a 25-year friendship.","Driving Miss Daisy",FALSE,7.236,1686,"0","0","0","0","0",0,0
"875",FALSE,"/eY6bnNP10bWljC19v8UXAScHyuP.jpg",6.5e+07,"",1538,"tt0369339","US","en","Collateral","Cab driver Max picks up a man who offers him $600 to drive him around. But the promise of easy money sours when Max realizes his fare is an assassin.",4.7998,"/nV5316WUsVij8sVXLCF1g7TFitg.jpg","2004-08-04",220239925,120,"Released","It started like any other night.","Collateral",FALSE,7.235,5982,"0","0","0","0","0",0,0
"876",FALSE,"/2va32apQP97gvUxaMnL5wYt4CRB.jpg",3.5e+07,"",268,"tt0096895","US","en","Batman","Having witnessed his parents' brutal murder as a child, millionaire philanthropist Bruce Wayne fights crime in Gotham City disguised as Batman, a costumed hero who strikes fear into the hearts of villains. But when a deformed madman known as 'The Joker' seizes control of Gotham's criminal underworld, Batman must face his most ruthless nemesis ever while protecting both his identity and his love interest, reporter Vicki Vale.",8.841,"/cij4dd21v2Rk2YtUQbV5kW69WB2.jpg","1989-06-21",411348924,126,"Released","Only one will claim the night","Batman",FALSE,7.235,8258,"0","0","1","1","0",2,0
"877",FALSE,"/hvbxK1qfLwO4qbj4tYv9RrGSJLT.jpg",15200000,"http://www.oss117.fr/accueil.htm",15152,"tt0464913","FR","fr","OSS 117 : Le Caire, nid d'espions","Set in 1955, French secret agent Hubert Bonisseur de La Bath/OSS 117 is sent to Cairo to investigate the disappearance of his best friend and fellow spy Jack Jefferson, only to stumble into a web of international intrigue.",1.8963,"/dDVHVZVEbTV4JsB8ZjdXNmMK7rA.jpg","2006-04-19",23055884,99,"Released","","OSS 117: Cairo, Nest of Spies",FALSE,7.234,1807,"1","1","1","1","1",5,1
"878",FALSE,"/v6wahTqcsU3kcQ1uz7wQpFTZbIb.jpg",1e+05,"",11713,"tt0068767","HK","zh","精武門","Chen Chen returns to his former school in Shanghai when he learns that his beloved instructor has been murdered. While investigating the man's death, Chen discovers that a rival Japanese school is operating a drug smuggling ring. To avenge his master’s death, Chen takes on both Chinese and Japanese assassins… and even a towering Russian.",11.2781,"/dlcipCOa9hlfBBz7kCAyjsf3q0E.jpg","1972-03-22",1e+08,108,"Released","Bruce Lee has done the impossible... ...HE'S SURPASSED HIMSELF!!!","Fist of Fury",FALSE,7.2,1021,"1","1","1","1","1",5,1
"879",FALSE,"/bkahbHkwBSbIDtTm667Tu1ba2bu.jpg",6e+06,"",1725,"tt0055614","US","en","West Side Story","In the slums of the upper West Side of Manhattan, tensions are high as a gang of Polish-Americans compete against a gang of recently immigrated Puerto Ricans, but this doesn't stop two romantics from each gang falling in love.",3.1546,"/nzCMu6D5q60i2bVrIQ0DxlRSgCZ.jpg","1961-12-13",43700000,153,"Released","The screen achieves one of the great entertainments in the history of motion pictures.","West Side Story",FALSE,7.234,1969,"0","0","0","0","0",0,0
"880",FALSE,"/8rBBojmT5vwkuVh2hFWBkbWtlBX.jpg",2e+07,"http://groundswellfilms.com/portfolio/milk",10139,"tt1013753","US","en","Milk","The true story of Harvey Milk, the first openly gay man ever elected to public office. In San Francisco in the late 1970s, Harvey Milk becomes an activist for gay rights and inspires others to join him in his fight for equal rights that should be available to all Americans.",2.8747,"/ot4ImF4b7QbS6XsTdMH3pWxNmX2.jpg","2008-11-05",54600000,128,"Released","Never blend in.","Milk",FALSE,7.2,2309,"0","0","0","0","0",0,0
"881",FALSE,"/lU1fQews2gye23PocVE48CsTmOQ.jpg",1.5e+07,"http://www.bvi.com.tw/movies/lust_caution/main.html",4588,"tt0808357",NA,"zh","色‧戒","During World War II, a secret agent must seduce and assassinate an official who works for the Japanese puppet government in Shanghai.",9.5985,"/6c1tqfJEBuIyhQC19SLlLQAUAvJ.jpg","2007-09-24",67100000,158,"Released","To kill the enemy, she would have to capture his heart... and break her own.","Lust, Caution",FALSE,7.232,757,"0","0","0","0","0",0,0
"882",FALSE,"/klH8ti8LUaEhktnjdHb1RW8Yq6w.jpg",2.7e+07,"",5825,"tt0097958","US","en","National Lampoon's Christmas Vacation","It's Christmastime, and the Griswolds are preparing for a family seasonal celebration. But things never run smoothly for Clark, his wife Ellen, and their two kids. Clark's continual bad luck is worsened by his obnoxious family guests, but he manages to keep going, knowing that his Christmas bonus is due soon.",6.9794,"/oat42hUw8XzKYUmfy0YLAxYd484.jpg","1989-11-30",74542088,97,"Released","Yule crack up!","National Lampoon's Christmas Vacation",FALSE,7.2,2546,"1","1","1","1","1",5,1
"883",FALSE,"/x085XrfEmU31QeXgMFttmuoGr0Y.jpg",8e+06,"https://www.sonypictures.com/movies/28dayslater",170,"tt0289043","GB","en","28 Days Later","Twenty-eight days after a killer virus was accidentally unleashed from a British research facility, a small group of London survivors are caught in a desperate struggle to protect themselves from the infected. Carried by animals and humans, the virus turns those it infects into homicidal maniacs -- and it's absolutely impossible to contain.",9.1711,"/sQckQRt17VaWbo39GIu0TMOiszq.jpg","2002-10-31",85032676,113,"Released","The days are numbered.","28 Days Later",FALSE,7.232,7941,"1","1","1","1","1",5,1
"884",FALSE,"/g6pNnKmvTkNlEvn0ScwstYvhFE.jpg",3400000,"",6537,"tt0464141",NA,"es","El orfanato","A woman brings her family back to her childhood home, which used to be an orphanage, intent on reopening it. Before long, her son starts to communicate with a new invisible friend.",5.4798,"/vIpi1KtHLXUOfSVC2m6MqpjSPgL.jpg","2007-05-20",78638987,105,"Released","A tale of love. A story of horror.","The Orphanage",FALSE,7.231,3010,"1","1","0","0","1",3,0
"885",FALSE,"/2pViauhiZLhAUb1lsY6wRir69SF.jpg",1.5e+07,"http://www.paramount.com/movies/trading-places",1621,"tt0086465","US","en","Trading Places","A snobbish investor and a wily street con-artist find their positions reversed as part of a bet by two callous millionaires.",7.681,"/8mBuLCOcpWnmYtZc4aqtvDXslv6.jpg","1983-06-07",90404800,116,"Released","They're not just getting rich... They're getting even.","Trading Places",FALSE,7.23,3468,"1","0","1","1","1",4,1
"886",FALSE,"/6rgiRuLHn65d3qalkc7YjrtmDQW.jpg",3.5e+07,"http://northcountrymovie.warnerbros.com/",9701,"tt0395972","US","en","North Country","A fictionalized account of the first major successful sexual harassment case in the United States — Jenson vs. Eveleth Mines, where a woman who endured a range of abuse while working as a miner filed and won the landmark 1984 lawsuit.",3.0467,"/upxUN4zmX79o49mBW9htKZDeNq7.jpg","2005-02-12",25224242,126,"Released","All she wanted was to make a living... Instead she made history.","North Country",FALSE,7.229,702,"0","0","0","0","0",0,0
"887",FALSE,"/lzSEhkipvwLLmL3PUIDreQCJdqs.jpg",3e+07,"",25846,"tt1081935","IT","it","Baarìa","Giuseppe Tornatore traces three generations of a Sicilian family in in the Sicilian town of Bagheria (known as Baarìa in the local Sicilian dialect), from the 1930s to the 1980s, to tell the story of the loves, dreams and delusions of an unusual community.",2.5384,"/rmXfpOSsgX7uLzScCodIZP4Kcke.jpg","2009-09-25",16017513,160,"Released","","Baaria",FALSE,7.226,652,"0","0","0","0","0",0,0
"888",FALSE,"/tvvPg5H5AtWJ6FYcsA4qYnO3R9N.jpg",1.2e+07,"http://www.sonyclassics.com/2046/main.html",844,"tt0212712","HK","zh","2046","Women enter and exit a science fiction author's life over the course of a few years after the author loses the woman he considers his one true love.",5.7242,"/jIN65qw0Giplo4CshzMrxz204Wn.jpg","2004-10-29",20205757,128,"Released","Are you still in the mood for love?","2046",FALSE,7.226,1002,"1","1","1","1","1",5,1
"889",FALSE,"/2eznGndOi8s9CGReAvcQ8PEULwm.jpg",5.5e+07,"http://www.310toyumathefilm.com",5176,"tt0381849","US","en","3:10 to Yuma","In Arizona in the late 1800s, infamous outlaw Ben Wade and his vicious gang of thieves and murderers have plagued the Southern Railroad. When Wade is captured, Civil War veteran Dan Evans, struggling to survive on his drought-plagued ranch, volunteers to deliver him alive to the ""3:10 to Yuma"", a train that will take the killer to trial.",3.9255,"/voMB69AsLnPNmtfbrBl0lbeFKDH.jpg","2007-09-06",7e+07,122,"Released","Time waits for one man.","3:10 to Yuma",FALSE,7.225,3829,"0","0","0","0","0",0,0
"890",FALSE,"/6nLdSON3ErniBZTXWG7WRqs5jGz.jpg",2.2e+07,"",251,"tt0099653","US","en","Ghost","After a young man is murdered, his spirit stays behind to warn his lover of impending danger, with the help of a reluctant psychic.",8.0678,"/w9RaPHov8oM5cnzeE27isnFMsvS.jpg","1990-07-13",5.05e+08,126,"Released","Before Sam was murdered, he told Molly he'd love and protect her forever.","Ghost",FALSE,7.225,5805,"0","0","0","0","0",0,0
"891",FALSE,"/vZS0CQBaxj1CPFWTICXLXMJbb3o.jpg",5e+07,"https://www.focusfeatures.com/pirate_radio",18947,"tt1131729","GB","en","The Boat That Rocked","When a group of rebellious deejays decides to defy the ban on government-censored music, they take to the seas to broadcast music and mayhem to millions of adoring fans.",1.946,"/l7CBRLAXUnHi0kp2krhLtlJvtWI.jpg","2009-04-01",36348784,135,"Released","On air. Off shore. Out of control.","The Boat That Rocked",FALSE,7.2,2205,"1","1","1","1","1",5,1
"892",FALSE,"/lyHnFsWafILUlizalpCSikJT7Ui.jpg",3500000,"",11850,"tt0077745","US","en","Invasion of the Body Snatchers","The residents of San Francisco are becoming drone-like shadows of their former selves, and as the phenomenon spreads, two Department of Health workers uncover the horrifying truth.",2.789,"/skS02wdeH2C0nrbCQP3qKwJdZtZ.jpg","1978-12-20",24946533,116,"Released","The seed is planted... terror grows.","Invasion of the Body Snatchers",FALSE,7.223,1233,"1","1","1","1","1",5,1
"893",FALSE,"/m1TOfgljbT3jOez3b4l1I1tm82W.jpg",3e+06,"",9078,"tt0057546","US","en","The Sword in the Stone","Wart is a young boy who aspires to be a knight's squire. On a hunting trip he falls in on Merlin, a powerful but amnesiac wizard who has plans for him beyond mere squiredom. He starts by trying to give him an education, believing that once one has an education, one can go anywhere. Needless to say, it doesn't quite work out that way.",5.275,"/7lyeeuhGAJSNXYEW34S8mJ1bwI8.jpg","1963-12-25",22200000,79,"Released","Tired of living in a Medieval mess... Merlin uses all his magic powers to change a scrawny little boy into a legendary hero!","The Sword in the Stone",FALSE,7.2,3988,"0","0","0","0","0",0,0
"894",FALSE,"/nP3y0TkR6XniFs9J53qQkg4Bnnk.jpg",1.7e+07,"http://www.meangirls.com/",10625,"tt0377092","US","en","Mean Girls","Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",11.4237,"/2ZkuQXvVhh45uSvkBej4S7Ix1NJ.jpg","2004-04-30",130193514,96,"Released","Watch your back.","Mean Girls",FALSE,7.222,9193,"0","1","1","1","1",4,1
"895",FALSE,"/7QLGk7qKm66dtjTtpVeAIRocoan.jpg",33000,"",10086,"tt0103905","FR","fr","C'est arrivé près de chez vous","The activities of rampaging, indiscriminate serial killer Ben are recorded by a willingly complicit documentary team, who eventually become his accomplices and active participants. Ben provides casual commentary on the nature of his work and arbitrary musings on topics of interest to him, such as music or the conditions of low-income housing, and even goes so far as to introduce the documentary crew to his family. But their reckless indulgences soon get the better of them.",2.4262,"/uRVI98a6MxdLkpsXM8LqIM9W7XZ.jpg","1992-08-20",205569,96,"Released","A killer comedy.","Man Bites Dog",FALSE,7.222,974,"1","1","1","1","1",5,1
